Problem: Google Product Manager Mock Interview: Improve Fin-Tech Product
Problem Type: Product Sense
Firm: Google
**Candidate:** Um,   educational   is   more   the   why   of   it   and   the   obstacles   are   more   the   things   that   are   actually   stopping   me.   Like,   "I   don't   know   how   to..."   This   one   is,   uh,   s-   is   unlikely   to   be   a,   a   serious   problem.   It's   like,   "I   don't   know   how   to..."   Mm...   Uh,   so   th-   there's   one   that's,   "I   don't   know   how   to   fundamentally   have   enough   money   left   over.   I   don't   know   how   to   save   enough   money   to   invest.   Can't   save   enough   to   invest."   Right?   Th-   that,   that   one's   actually   gonna   catch   a   lot   of   people,   li-   like   a   big,   big   portion,   and   we   can   actually   focus   on   that   problem   because   that   seems   critical.   So   like   where   do   you   invest?   We   could   probably   figure   it   out   if   we   had   the   money.   How   to   start?   Again,   if   we   had   the   money,   we   can   investigate   it.   Educational   is   a,   is   a   foundational   one.   I'll   start   that   one.   For   me,   educational   is   foundational   because   the   why.   Why   should   I   invest?   I   don't   believe   it,   et   cetera,   et   cetera.   It's   not   for   me,   it's   for   someone   else.   So   that   one,   and   then   the   bigger   one   is,   "I,   I   can't   save.   I   can't   save   enough   money.   I'm   constantly   in   debt   or   maybe   I'm   in   debt   already."   So   let's   talk   about,   let's   talk   about   that   problem.The   way   that   Acorns   actually   solves   that   problem   is   they   say   that,   "Uh,   don't   worry   about   it.   We're   just   gonna   round   ...   do   you   have   a   few   cents?   We're   just   gonna   round   up   your   purchases.   When   you   buy   your,   whatever,   your   coffee,   we're   just   gonna   round   up   20   cents,   and   we're   gonna   automatically   invest   that   for   you."   So   that's   the   way   that,   um,   uh,   I   think   that   Acorns   just   solves   that   problem.   They,   they   just   a-automate   that   entire   process.   So   simultaneously   tell   you,   yes,   you   do   have   enough.   Do   you   have   enough,   uh,   to   round   up   your   change?   Then   you   have   enough.   So,   uh,   essentially   they   make   it,   they   minimalize,   uh,   uh,   or,   or,   uh,   minimize   the   amount   that   can   be   invested,   and   they   also   automate   it   so   that   there's   no   thought   required,   automated.   Now   let's   think   about   the   alternatives.   Okay,   so   when   you're   buying   a   coffee,   um,   y-   the   only   alternative   is   you'd   have-   you   need   some   process   of   being   able   to   actually   take   that   20   cents   and   putting   it   aside   and   then   investing   it   into   an   account.   It's   just   unreasonable   for   you   to   do   that   yourself.   So   basically   no   alternative   by   doing   it   manually.   The   only   alternatives   would   be   are   other   apps   that   are,   also   have   a   number   of   features   that   they   do   among   which   presumably   this   is,   this   is   one   of   the   things   they   do.   And   in   fact   there's   ...   I   even   started   out   with   a   competitor   called   Stash,   which   I   started   out   and   then   I   eventually   switched   because   this   allowed   me   to   automate,   uh,   the   amounts   a   little   bit   easier,   and,   uh,   and   also   see   the   progress   and   see   where   I'm   going,   to   visualize,   uh,   what   I'm   actually   gonna   get   in   those   10,   20,   30   years.   Uh,   so   w-   we   digressed   a   little   bit   but   ...   so   let's   focus   on   the   folks   that   are,   uh,   why   A-   Acorns   is   doing   well   on   that.   But   we've,   we've   noted   that   this   is   a   potential   competitive,   um,   uh,   problem   that   could   exist   there   if   competitors   just   simply   do   the   same   feature.   Then   it   becomes   back   to   the   marketing   question   of,   like,   can   you   drive   more   users   than   the   competitor?   What's   the   actual   competitive   advantages?   So,   uh,   one   vector   for   improvement   here   is,   um,   uh,   we   need,   we   need   unique   aspects   to   the   experience.   So   we   need   something   that's   going   to   help   us,   uh,   capture   the   users,   capture   and   then   keep   the   users.   So,   uh,   actually   I   think   from   those   two,   it's   gonna   be   the   capture   users   that's   gonna   be   critical.   Um,   let's   now,   going   back   to   our   structure   here,   uh,   let's   see   what   other   ...   make   sure   that   we've,   uh,   gone   through   the   alternatives.   So   alternatives   for   investment,   of   course,   traditional   accounts,   but   that   doesn't   work   for   the   problem   of   I   can't   save,   um,   uh,   I   can't   save   enough.   Um,   there   are   probably   automatic   budget   apps   out   there   that   will,   uh,   automatically   maybe   transfer   into   your   savings   account   some   money   so   you   don't   have   it   available.   So   that's   technically,   that   is,   uh,   that   is   an   alternative.   But   compared   to   actually   unlocking,   taking   your   funds   and   actually   unlocking   future   investment   opportunities,   automatic   transferred   savings   just   doesn't,   doesn't   really   match   up.   So   if   we   ...   since   in   the   interest   of   time,   let's   go   deeper   into   this   area   as   opposed   to   thinking   about,   uh,   o-   other   vectors   for   improvement.   Let's   think   about   this   way.   So   what   can   we   do?   Uh,   we've   identified   this,   mm,   uh,   this   competitive   ...   right   now   it's   a   competitive   advantage,   where   we   will   automatically   round   up,   but   we   want   to   turn   it   into   a   unique   proposition   which   is,   uh,   not   that   easy   to   copy  
**Interviewer:** Mm-hmm.  
**Candidate:** So   I   think   that's   gonna   be   our   stretch   goal,   honestly,   because,   uh,   a   lot   of   the   times,   um,   there   is   certainly   a   certain,   uh,   first   mover   advantage   when   you   deliver   a   feature   and   then   you   can   market   it   appropriately.   And   so   for   us,   I   think   having   that   feature   is   just   one   piece   of   the   puzzle.   We've   got   to   actually   solve   the   acquisition,   the   user   acquisition   funnel   is   equally   or   more   important   than   the   actual   product   design.   And   that's   actually,   now   that   I   think   about   our   overall   structure,   when   we   think   of   product   design,   uh,   instinctively   we   think   about,   okay,   let's   change   the   product.   Let's   add   this   feature   here.   Let's   move   the   UI   components   around.   Let's   try   these   for   the   new   user   segments.   That's   true,   but   when   you   think   of   designing   the   product   in   its   entirety,   you've   got   to   think   about   your   GTM   and   your   actual   user   acquisition   before   you   do   your   product   design.   So-  
**Interviewer:** And   Alex?  
**Candidate:** Yeah.  
**Interviewer:** To   quickly   interrupt,   uh,   what   does   GTM   mean,   like,   for   folks   watching   us?  
**Candidate:** Sorry   how   this   ...  
**Interviewer:** I'm   familiar   but   yeah.   (laughs)  
**Candidate:** GTM   is   go-to-market.   So,   uh,   a   lot   of   times,   like   I   said,   the   focus   is   on   the   product,   sort   of   like   a,   sort   of   like   an   engineering   focus.   But   as   a   product   manager,   you've   got   to   treat   it   as   a   business.   You,   you   can't   only   look   at   it   from   the   product   perspective   because   even   if   it's   the   best   product   in   the   world,   it   won't   sell   itself.   So   you've   got,   uh,   marketing   considerations.   A   lot   of   times   you've   got,   uh,   sales   considerations.   How   are   you   going   to   let   people   know   about   how   are   they   gonna   find   out?   You   know,   it's   a   very,   uh,   sort   of   an   amateur   perspective   where   it's   like   I'm   just   gonna   build   this   best,   uh,   widget,   uh,   maker   and   it'll   sell   itself.   Very,   very   rarely   is   that   the   case.   And   so   and   even   we   fell   down   this   trap   as   we   started   to   work   down   here,   right?   Like,   I   didn't   identify   that   early   on   but   as   we   dove   deeper,   we   actually   uncovered   it,   and   so   we,   we   have   to   go   back   a   little   bit   and   just   say   that,   um   ...   remember   when   we   were   gonna   look   through   the,   uh,   awareness,   acquisition,   engagement   funnel?   So   we   would   have   caught   it   there   as   well   because   we   would   have   looked   at   that   and   said,   "Well   wait   a   minute,   how   are   people   finding   out   about   it?"  
**Interviewer:** Mm-hmm.  
**Candidate:** And   so   I   think   that   in   the,   in   the   situation   with   Acorns   actually   people   are,   um   ...   I,   I   think   these   users,   the   users   that   we're   talking   about,   the   ones   that   have   never   invested   before   are   finding   the   experience   so,   uh,   exceptional   that   they   are   actually   spreading   the   message   on.   Kind   of   similar   to   what   I'm   doing   here   right   now   but   they   actually   ...   there's   referrals   and   they   introduce   their   friends   and   maybe   their   family   members   and,   um...And   so   the   referral   pieces,   when,   when   these   users   continue   to   refer   folks,   brings   back   all   the   way   back   to   acquisition.   So   that's   something   for   us   to   think   about,   is   potentially   r-   leveraging   a   strong   referral   system,   because   the   whole   point   here   is   we're   trying   to   enable   financial   well-being,   and   financial   well-being   is   driven,   in   our   case,   by   the   accumulation   of   assets   and   correct   investment   of   assets.   So   the   first   part   is   just   accumulation   of   assets,   the   second   part   is   actually   directing   those   funds   to   the   right   avenues   where   they   can   actually   yield   a   return.   And   so   in   both   cases,   we   can   leverage   our   network   in   order   to   increase   our   financial,   sort   of   net   worth,   and   to   help   our,   the   folks   that   are   in   our   network   increase   their   financial   net   worth   as   well.   So,   uh,   let's   take   a   moment   here,   let's   zoom   out   here   for   a   moment   and,   uh,   and   recap.   We   wanted   to   focus   on   the   users   that   actually   can't   save   enough   and   they   have   not   invested,   and   so   we   want   to...   and   also   partially   on   the   education,   the   folks   that   don't   actually   know   about   these   investment   opportunities.   And,   uh,   we   are   thinking   through   of,   uh,   which   features   they   like   in   Acorns.   We've   identified   the   fact   that   they   like   this   round   up   feature,   they   like   the   automatic   investment,   they   like   the   fact   that   they   don't   have   to   think   about   it,   and   they   like   the   fact   that   it's,   uh,   minimal   amounts.   Those   are   the,   the   features   that   Acorns   has   right   now   that   keeps   them   there,   so   one   of   the   things   we-   we're   talking   about   is   coming   up   with   a   unique,   uh,   perspective   to   actually   hold   them   there.   So   now   let's   think   about   what   are   the   different   ways   that   we   can   actually   hold   them   in   there   once   we've   got   them.   Uh,   this   is   the   keep   aspect   of   it.   So   we   can   offer   them,   uh,   additional...   Ultimately,   the   purpose   is   to   enable   financial   well-being,   so   we   can   offer   them   additional   ways   to   increase   their   financial   well-being.   That   means   we   can   help   them.   Uh,   we   can   help   them   save   money   as   they   do...   as   they   go   on   about   their   life,   and   we're   gonna   talk   about   what   that   means,   so   other,   other   ways   to   save   money.   We   can   help   them   make   money,   and   we'll   talk   about   what   that   actually   means,   and   we   can   help   them,   um,   increase   their,   uh,   their   financial   trajectory,   meaning   potentially   we   could   actually   look   at,   uh,   their   career,   uh,   prospects,   because   those   are   gonna   influence   their   earning   capacity.   So   when   we   break   down,   uh,   finances,   it's   what   you   make,   it's   what   you   spend,   and   it's   what   you   invest.   Those   are   the   three   levers,   right,   I   think.   So   how   can   we   make   them,   help   them   make   more   money,   uh,   save   more   money,   and   invest   meaningfully?   If   we   break   those   down,   then   make   more   money,   we   could...   For   now   this   is   brainstorming   stage   so   anything   goes.   We   could   potentially,   uh,   take   on   a,   uh,   sort   of   a   career   component.   This   doesn't   necessarily   jive   immediately   with   an   e-   enable   financial   well-being,   but   it   does   in   the   long   term,   which   is   what   we're   about,   so   let's   not,   uh,   let's   not   cross   it   off   the   list   for   now.   Plus,   when   we're   thinking   of   improvements,   we   wanna   do,   uh,   I   think,   long   term   big   bets   and   we   also   wanna   do   quick   wins.   So   career   trajectory   and   maybe   education,   investing   in   education,   investing   in   a,   in   a   potential   career   shift   would   be   a   long   term,   that's   a   long   term   play   and   we'll   think   about   what   that   could   be.   Now,   how   can   we   help   them   save   money?   Well,   we   need   to   understand,   um,   we   need   to   understand   more   about   their   life   and   we   need   to   understand   the   ways   that   they   inefficiently   spend   money   right   now   and   bring   that   to   their   attention.   So   there's   a   couple   of   things   we   can   do   there,   let   me   just   zoom   out.   So   for   saving,   we   could...   We   have   access   to   their   accounts,   so   we   technically   know   everything   that   they   spend   money   on   and   all   the   money   that's   coming   in,   so   we   could   use   the   incoming   money   coming   in   signals   in   order   to   understand,   uh,   any   potential   career   recommendations.   Obviously,   there's,   there's   privacy   implications,   uh,   legal   obligations,   regulatory   stuff.   We're   gonna   just   hold   those   aside   for   now,   assume   that   everything   that   we   come   up   here   will,   will   go   through   that   review   of   where   we're   gonna   think   a   little   bit   more   deeply,   uh,   about   all   the   privacy   implications,   uh,   and   also   when   we   consider   edge   cases.   Um,   so   again,   we're   talking   about   saving   money,   we're   talking   about   how   can   we   help   them,   and   again,   to-   to   take   it   back   up   top,   we're   trying   to   figure   out   ways   to   keep   the   users   on   the   platform   once   we've   actually   got   them   on   the   platform.   If   we   help   them   save   money,   uh,   we   need   to   understand   their   purchasing   habits.   We   can...   We   can,   uh,   find   partners   that   will   allow   us   to,   um,   to   offer   them   things   that   they   already   use,   but   at   better   rates,   and   that   could   actually   be   a   potential,   uh,   business   play   as   well.   If   we   underst-   we   can   sort   of   understand   and   predict   the   demand   for   something   just   by   analyzing   our   existing   user   base,   which   is   substantial.   So   partner   with,   uh,   services   and   businesses   on   provision   of   whatever   it   is   our   users   are   actually   consuming.   We   can...   We   can   also,   mm,   analyze   spending.   We   could,   uh,   work   together   with   the   users   to   analyze   their   spending   habits   and   to   surface   those   spending   habits   back   to   them   in   order   to   show   to   them,   "Okay,   would   you   rather   have   spent   on   coffee   or   would   you   rather   see   this   $10,000   in   20   years?"   So   I   think   we   have,   because   of   the   way   that   we   are...   we   have   got   these   users   in   and   showing   them   what   exactly   they're   saving   for,   'cause   one   of   the   components   of   Acorns   is   it's   to   visualize   your   future,   your   future   income   and   your   future   net   worth,   we   can   actually   think   about   this   feature   as   a   visualization   that   helps   you   save.Um...  
**Interviewer:** Awesome.   And   just   to,   to   chime   in   there,   Alex,   let's   imagine   we   have   about,   like,   three   to   five   minutes   left   in   the   interview,   um,   so   we're   sort   of   wrapping   up   or   getting   close   to   the   end   of   the,   the   time.   (laughs)  
**Candidate:** Mm-hmm,   sure.   Folks,   don't   do   this.   I've   made   cardinal   mistake,   right?   Yeah,   I've   talked   too   long.  
**Interviewer:** (laughs)  
**Candidate:** I,   I,   I'm   very   excited   about   the   product   but...   Yes,   so   to   wrap   it   up,   um,   let's   see,   with   three   minutes,   I   probably   wouldn't   have   time   to   come   up   with   any   more   really   big,   uh,   big,   uh,   sort   of   specific   features,   and   maybe   I   would   identify   some   vectors   for   improvement   and,   uh,   and   talk   about   why   it's   important.   And   also   double   down   on   the   choices   that   we've   talked   about   so   far.   So,   um,   uh,   we've   attacked   the   keep   opportunity.   The   capture   opportunity   is   we   can   similarly   break   that   down   into,   uh,   how   do   we   make   the   barrier   to   entry   smaller?   So   that   means   we   make...   How   can   we   make   the   onboarding,   we   improve   the   onboarding,   so   we   can   make   it   seamless,   less   steps,   uh,   less   verification   required.   We   can   use...   We   have   to   figure   out   how   to   leverage   other   signals   in   order   to   shorten   the   onboarding   process   and   get   you   to   put   that   first   dollar   in   as   soon   as   possible.   Um,   uh,   then   the   third   piece   that   I   wanna   focus   on,   since   we   have   very   little   time,   is   this   referral   piece,   which   I   think   is   really   not   leveraged   enough   with   this   company.   Because   part   of   the   problem   eventually,   when   people   start   copying   our   products,   is   gonna   be,   sure,   we're   gonna   help   you   get   into   investing   if   you've   never   done   it   before.   Sure,   we'll   figure   out   new   ways   to   make   you   safe.   But   also,   we're   gonna   give   you   a   new   ways   of   earning   money.   We   just   talked   about   this,   like   how   do   you   make   money?   By   referring,   by   helping   your   friends,   family   and   whatever   if,   if   you   have   any   kind   of   a   platform,   y-   use   it   to   actually   spread   the   word,   uh,   meaningfully   will   make   it   easy   to   have   those   other   users   sign   up.   We   will   give   you   money   because   there's   certain   intrinsic   value   to   every   new   user.   We   will   give   you   some   money,   and   we   wanna   make   it   easy   to   talk   about   this   platform.   We   wanna   make   it   fun   and   we   want   to   visualize   it,   uh,   and   help   other   users   visualize   it   in   such   a   way   that   they   can   see   the   future   and   the   opportunity   they   have   in   front   of   them.   And   so   to   help,   uh,   folks   refer   better,   we   can   actually   draw   an   impact   map.   We   can   have   every   user   see   what   their   impact   on   their   network   is.   That   they've   helped   their   net-   they've,   they've   helped   their   network   so   far   make   a   thousand   dollars,   five   thousand   dollar.   Down   line,   it's   gonna   be   ten   million   dollars   and   we   can   help   visualize   that   with   a,   uh,   you   know,   with   a   tree   because   the   whole   point   of   it   is   Acorns,   right?   You're   planting   a   tree.   So   now   you're   planting   maybe   a   forest,   and   we   can   just   go   really,   really   focused   on   that.   I   know   we   didn't   get   a   chance   to   talk   about   it   a   lot,   but   I...   That's   actually   probably   one   of   my   biggest   pet   peeves   with   Acorns,   is   I've   told   a   bunch   of   my   friends   about   it.   Uh,   I   didn't   really   have   to.   There's   no   big   emphasis   on   that   inside   the   app.   And   so   I   think   if   we   really   focus   in   on   our   mission   of   enabling   financial   well-being,   we've   got   to   leverage   this,   getting   everybody   into   it.   For   instance,   Webull   does   this   beautifully.   You   know,   you   get   a   stock,   I   get   a   stock,   we   all   start   investing   together.   Acorns   is   better   than   Webull   because   there's   less   volatility,   and   we,   we   don't   invest   in   individual   stocks   and   we   don't   gamble,   right?   Well,   we   still   gamble,   but   not   as   much.   So   I   think   this   is   that   third   piece.   Uh,   how   do   we   capture   more   users?   Using   referrals.   How   do   we   keep   them?   Using   our   strategy   of   helping   them   make   more   money,   save   more   money   and   in,   and   also,   uh,   invest   meaningfully.   So   that's   probably   how   I   would   wrap   up,   but   obviously   we   could   talk   a   lot   more   about   it.   Questions?  
**Interviewer:** Awesome.   I   mean,   Alex,   this   is   so   great   and   like   such   a   great   detail   and   I   wish   I   could   have   spent   even   more   time   with   you.   Obviously,   interviews   are   a   certain   amount   of   length   and,   um,   we   try   to   keep   these   videos   around   that   interview   length   and   so   that's   why   I   sort   of   was   trying   to,   trying   to   wrap   it   up   at   the   end.   Um,   but   this   is,   like   really   cool   and   it   really   shined   at   the   end,   especially   with   the   impact   map   and   all   those   really   cool   ideas.   Um,   while   I   don't   have   maybe   as   much   time,   I,   I'd   love   to   focus   instead   of   on   follow-up   questions,   I'd   love   to   actually   focus   on,   um,   self-feedback.   Um,   we   believe   in   that   strongly   here   at   Exponent.   Um,   would   love   to   hear   your   thoughts   on   like   what   went   really   well   and   what   you   would   have   changed   with   that   particular   interview   answer.   And   then   I   can   share   some   of   the   detailed   notes   I   wrote   about   how,   why   this   was   such   an   awesome   answer   and   why   I   loved   it.  
**Candidate:** Awesome,   awesome.   Well,   thank   you   very   much   first   of   all,   I   appreciate   it.   It's   a   pleasure   talking   to   you.   I   think,   uh,   uh,   l-   let   me,   let   me   kind   of   break   it   down.   So   I   did   not   prep   for   this,   which   is   I   think   w-   why   you   get   the   bad   and   the   good,   and   um,   but   it's   also   very   authentic   I   think,   and   hopefully   will   be   useful   for   a   lot   of   folks,   'cause   obviously   the   interview   you   can't   prep   for   everything.   Um,   so   here's   the   stuff   that   I   think   went   well.   You   and   I   have,   I   think,   great   rapport   together.   Like   it's   just   easy   to   talk.   I,   I   really   respect   you   as   a   person.   I   like   Exponent   and   it's   very   easy   to   talk   to   you.   Um,   but   I   like   to   keep   things   conversational   as   much   as   possible,   and   I   understand   that   by   the   way,   not   everybody's,   um,   not   everybody's   gonna   be   super   comfortable   with   that   and   I   totally   tell   a   lot   of   folks   that   if   you,   if   you're   more   comfortable   take   the   time   to   write   down   the   notes   and   then   speak.   But   I   really   like   this   conversational   approach.   I   know   later   on   I   hogged   the   time   'cause   I   felt   like   we   were   running   out   of   time,   but   I,   I   liked   the   conversational,   uh,   and,   and   brainstorming   together   and   o-   ordinarily   I   would   ask   you   to   talk,   you   know,   give   me   more,   more   ideas   as   we   go.   But   also,   uh,   that's   the   good,   but   then   the   bad   is   the   time.   Time   management   can   m-   just   destroy   a-   an   excellent   interview,   uh,   and   I   even   felt   it,   like   I've   done   hundreds   of   these   interviews,   right?   So   i-   it   should   be   pretty   comfortable   for   me   to   talk   about   it.   But   then   the   moment   you   said,   "Hey   Alex,   we're   running   out   of   time."   I   actually,   I   was   like,   oh   wait,   we're   running   out   of   time.  
**Interviewer:** (laughs)  
**Candidate:** I'm   not   gonna   get   the   job.   I,   I've   gotta   get   serious   about   this,   right?   So   I   looked   at   my   structure   and   I   started   to   think,   okay,   what   can   I   cut?   Um,   you   know,   it's,   it's   even   tough   for   me   to   say,   um,   since   the   question   was,   improve   the   product,   right?   I   should   have   gone   through,   you   know,   that   preamble   faster.   I   should   have   prioritized   it   in   my   mind,   uh,   and   uh,   given   myself   more   time,   especially   since   I   have   no   ideas   coming   into   it.   I   should   have   given   myself   more   cushion   to   talk   about,   okay,   what   am   I   gonna   improve?...   because,   you   know,   that   stuff   that   we   came   up   with,   I   think   there   was   a   couple   of   good   ideas,   a   couple   of   nuggets   in   there,   but   that's   hard   to   come   up   with   on   the   fly   and   you've   got   to   give   yourself   that   cushion.   And   so   I   think   that's   where   I,   I,   I   like   the   structure   that   I   built,   but   it   was   ultimately,   I   think,   a   little   bit   too   long   for   what   we   needed   in   the,   in   the   framework   of,   of   our   question.  
**Interviewer:** Got   it.   Um,   well,   I   definitely   agree   with   what   you're   saying,   Alex.   I'm   going   to   read   through   some   of   the   notes   that   I   wrote.   Um,   and,   uh,   overall,   I   thought   you   did   an   amazing   job   with   this   interview.   Um,   one,   things   that   I   really,   really   loved   about   this   interview,   you   started   off   with   a   framework.   What   do   I,   how   do   I   think   about   a   favorite   product?   Do   I,   I   think   about   it   as   useful,   it's,   it's   the   design   and   the   excitement.   And   throughout   the   interview,   you   kind   of,   uh,   scattered   around   some   of   these   moments   where   you   were   like,   "Hey,   let   me   think   about   this.   Okay,   this   is   how   I   think   about   it   and   here,   let   me   move   forward."   And   that   shows   that   you   have   that   more   senior   product   management   knowledge,   where   you've   actually   thought   about   this   stuff,   you   have   a   perspective   on   some   of   these   things,   which   I   think   makes   it   a   very   effective   and,   and   more   senior   level   interview   actually,   um,   when   you   can   kind   of   articulate,   like,   "This   is   my   take   on   this   space."   Or,   "This   is   my   opinion   and   my   philosophy,"   kind   of.   Um,   I   loved   the   live   brainstorming   that   we   did.   I   loved   that   you   often   mapped   out   where   you   were   going   to   go.   One   of   the   biggest   mistakes   is   just   jumping   straight   into   it,   and   I   know   we   may   have   spent   a   little   bit   more   on   the   framework   that   we   wanted   to.   Honestly,   that's   better   to   lean   that   way   than   not   that   way.   The   interviewer   can   always   kind   of   nudge   you   along   like   I   did,   um,   but   if   you   missed   out   on   the   mapping   out   part,   that's   such   a   big   mistake   because   then   I   have   no   idea   how   you're   thinking   about   the   problem.   And   so   throughout   the   interview,   I   knew   exactly   how   you   were   going   about   the   problem   or   what   you   were   thinking   about   at   each   stage,   which   was   really,   really   effective.   Um,   I   loved   the   idea,   the   concept   of   vectors   for   improvement   and   then   kind   of   following   along   that   path,   and   I   actually   do   think   I   really,   really   like   the   conclusion   we   came   to   and   I   felt   very   convinced   by   it,   of   this   referral   system   and   this   impact   map   because   we   used   so   much   logic   to   get   there.   Um,   my,   my   critical   feedback   is,   is   definitely   probably   it   went   a   little   longer   than   we   wanted   to   in   terms   of,   you   know,   probably   just   your   excitement   w-   about   the   product   also   shone   through,   which   was   really   awesome.   Mm-hmm  
**Candidate:** Um,   but   generally,   and   I,   what   I   think   is   a   really   valuable   lesson   for   folks   watching   is   also,   Alex,   you   did   a   great   job   of,   you   know,   when   I   did   put   the   pressure   on,   you   were   able   to   pivot   and   to   reshape   the   interview   in   a   way   that   still   came   to   an   effective   and   clear   conclusion   even   though   it   may   have   gone   long.   And,   um,   this   is   like   one   of   the   most   common   things   that   happens   in   interviews   is   that   you   may   go   a   little   long,   you   may   not   notice   the   time.   Um,   a   couple   recommendations   here:   watch   the   time,   check   in   with   the   interviewer   and   ask   the   interviewer   like,   "Hey,   how   much   time   do   you   think   I   have   to,   to   finish   this   up?"   And   what   you   did,   Alex,   which   is,   you   know,   if   you   have   to,   wrap   it   up   in   a   nice   clean   way   and,   and   deliver   what   you've   thought   about   so   far   to   the   interviewer.   Um,   so   I,   I   want   to   open   up   space   now,   Alex,   if   you   had   any   thoughts,   reactions,   or   any   last   tips   to   share   with   the   viewers   today,   um,   about   the   interview   that   we   just   did.   Yeah.   Yeah,   Steven,   that's   spot   on.   Spot   on.   I   think   great   takeaways   for   the   folks   watching,   um,   you're   going   to   be   in   this   situation.   I   think   structure   is   just   extremely   important,   just   can't   not   be   overemphasized,   right?   Exactly   for,   Steven,   for   w-   for   what   the   reason   that   you   said.   If,   if   I   don't   hear   the   structure,   then   I   don't   know   what's   going   to   happen   and   I   don't   know   if   I   should   nudge   the   candidate   along   or   maybe   they're   about   to   tell   me   something.   So,   definitely   over-index   on   that.   I   think,   uh,   in   terms   of   the   excitement,   you   kind   of   touched   upon   that.   I   usually   like   to   think,   uh,   about   interviews   and   I   think   the   best   interviews   are   those   where   you   are   basically   discussing   an   interesting   topic   with   a   colleague   or   that's,   uh,   someone   that   you   want   to   chat   with.   And   if   you   have   that   frame   of   mind,   it   makes   the   interviews,   first   of   all,   much   easier   to   get   through,   uh,   and   much   more   enjoyable.   And   ultimately,   you   will,   you   will,   you   will   be   presenting   yourself   as   more   communicative   and   easy   to   work   with   and   fun   to   be   around.   And   ultimately   we'd   like,   w-   we   want   that   from   our   product   managers   'cause   th-   the   work   is   pretty   tough.   And   then   in   terms   of   wrapping   up,   I'm   so   glad   you   s-   you   caught   onto   that   because   I,   you   know,   I   had   so   much   more   to   say   on   all   these   topics   and   you   said,   "Hey,   buddy,   we   got   two   minutes   left."   And   so,   um,   that's   the   time   to   really   like,   it's   all   about   prioritization,   right?   And   one   of   the   things   you   want   to   show   is,   I   can   prioritize   anything,   right?   Even   when   I'm   talking   about   this   stuff   and   I've   gone   down   this   path   that   is   gigantic,   well,   I   got   two   minutes   left,   so   I've   got   to   prioritize.   So   I   thought   to   myself,   "Okay,   what   do   I   prioritize   out   of   all   the   stuff   that   we   talked   about?"   I'm   so   excited   about   all   these   things   but   actually   the   question   was,   improve   the   product,   so   I   have   to   finish   with   some   vectors   for   improving   the   product   that   are,   and   exactly   like   you   said,   because   of   our   journey,   it   wasn't   just   that   I   came   out   and   said,   "Hey,   Steven,   Acorns   pretty   awesome   but   they   should   do   more   referrals."   Like,   you   wouldn't,   you   wouldn't   go   with   me   on   that   one.   But   because   we   went   through   the   whole   trip   together,   you   s-   you,   you   think,   yeah,   actually   referrals   makes   a   lot   of   sense   'cause   we   need   that   competitive   advantage.   We,   we   don't   have   it   so   let,   let's,   let's   build   a   competitive   advantage   and   then   let's   tr-   use   the,   the   actual   referral   system   to   be   the   competitive   advantage.   So   I   think,   uh,   I   would   love   to   think   about   this   and   like   I   said,   uh,   hopefully   Acorns   gets   a   lot   of   referrals   from   this   very   video.   I   think   it's   an   awesome   app,   uh,   and   if   the,   um,   uh,   you   know,   the   product   managers   at   Acorns   want   to   send   us   a   shout-out,   then   please   do.   We're   very   happy   to   connect.   Um,   but   yeah.   Yeah,   I   loved   that   feedback,   Steven.   Thank   you   very   much   for,   for   kind   of   taking   close   notes   and   it's,   it's   great   to,   to   hear,   um,   to   be   on   the   other   side   for,   for   once  
**Interviewer:** Totally.   And   overall,   Alex,   I   thought   you   did   a   great   job   of,   um,   the   points   that   I   raised   earlier   and,   and   really   like   just   displaying   a   lot   of   senior   level   product   management,   uh,   skill   set   in   interviewing,   so   I   hope   folks   take   note.   Um,   for   those   of   you   watching,   if   you   want   to   learn   more   about   Alex,   you   can   check   out   his   channel   which   will   be   linked   in   the   description   below.   And   if   you   liked   this   video   or   found   it   valuable,   we   really   appreciate   when   you   like   and   subscribe,   um,   and   we   read   every   single   comment   on   the   video.   So,   um,   please   do   comment,   like,   and   subscribe   and   check   out   Alex's   videos.   Um,   and   I   will,   do   want   to   thank   you   again,   Alex,   for   taking   the   time   to   be   on   the   show.   It's   been   a   pleasure.  
**Candidate:** My   pleasure,   Steven.   Thank   you   so   much.  
**Interviewer:** All   right.   And   good   luck   on   your   upcoming   interview.
